text_clean,label
qué caraduras que son los kk merecen que la gente se les vaya en banda qué miserables delincuentes,0
las superabuelas le dan bien al atracador negrata,0
una sola palabra feminazi de ahi x otro lado existen mujeres normales q actuan sin odio a los hombres q aceptan un halago o un piropo educado y sutil sin sentirse invadidas en su espacio y obviamente repudian las groserias y la mala educacion como tiene q ser,1
puigdemont no volverá a cataluña sin garantías de que se permitirá un govern independentista sueñas puig nada mas pisar spain creo iras para parla de estremera link,0
primera mujer liderando la jrn,0
no sabía que tuviera tanto marica en mi familia,1
pero tu no eres de los que visita a los travestís en la calle eso me dicen de ti veneco,1
que vengan unos indocumentados a reírse en nuestra cara que nos agredan q la justicia pase que les demos los mejores cuidados dinero para comprar en primark sanidad paguitas y vivienda es que somos gilipollas tontos subnormales idiotas defiendeespaña stopinvasion link,1
no sé si me da más asco el robo o ver a los españoles escribir en catalán,1
los rentistas y subvencionados son de partidos cuyos gobiernos apoyais pp y psoe ahora vosotros también entráis en el reparto,0
eres subnormal link,1
y yo siempre pico como un subnormal xd,0
marruecos no es un país musulman,0
aplicar en cataluña un artículo represivo como el155 ha sido un fracaso político y un ridículo del estado e link,0
con todas las limitaciones del mundo las ong de derechos humanos y ambientales nos mantenemos activados en la amazonia venezolana documentando y denunciando,0
bad ending cabros me quedé afk y me mataron unos haitianos estoy super triste,0
tocame y rajo a tu amiga no me importa es una calabaza amarilla eres racista todos lo somos la diferencia es q yo lo admito simpsons,0
jugador basket africano,0
las cámaras de seguridad del metro de milán han grabado cómo una joven de 25 años logra defenderse de un nigeriano de 31 años que quiso violarla afortunadamente la joven supo reaccionar a tiempo es lógico que matteo salvini quiera expulsar a los inmigrantes ilegales link,1
se están poniendo weones,0
ahora se escucha los 4 amores de la mujer interpretado por las caracolito folklore todo el día todos los días en link,0
se resistió a asalto carabinero recibió impacto de bala de delincuentes mientras esperaba locomoción colectiva en maipú link link,0
entrar a twitter y ver todo el show de las feminazis por el piropo del policia cada vez este mundo está peor que miedo dan estas mujeres ahora cualquier estupida se aprovecha de su condición de genero,1
aprende a actuar mediocre culiao,0
muertos vivientes en tv destacamos algunas series que no son de este género pero que han incluido un capítulo dedi link,0
nunca entenderé el humor de payaso,0
les arabes link,0
justiciaparafabiolacampillaiahora que no quede impune el delincuente que la segó para siempre,0
se imaginan las feminazis link,1
son premios al cine o la igualdad de género por cosas como ésta la gente pasa de ir a ver cine español goyasgolfos boicotalosgoya link,0
tú eres una zorra,1
proyecto libertad niñas en la india son vendidas a turistas sexuales para aparentar matrimonios link,0
a mamarla pringao subnormal link,1
otro jotito rayado enamorado que quiere que le contesten jaja,1
avisad al guineano del país vasco para que cobre unas 20 a la vez,0
tranquilxs todes ya me han llamado feminazi hoy sigan circulando,0
machismo y medios lo peor de 2019 link,0
una persona tan instruida como usted seguro sabe a quien me refiero cuando hablo de herederos del dictador,0
no soy feminazi no soy racista no soy clasista no soy homofóbica solo soy un simple humano que desea un mundo mejor peace loveislove nowar,0
para las feminazis eso sería acoso y ya estarías purgando carcel,1
ez ke peruzuela ez ke chilezuela ez ke argentinezuela payasos de mierda no tiene argumentos,0
cardi b se ve que como novia es súper perra soy su fan,1
nooooo ctm metroid 5 nintendodirect,0
declaraciones ignorantes prejuiciosas y discriminadoras,0
sin papeles fuera de españa,1
que trump haya declarado jerusalem como la capital de israel no significa que no le podáis seguir llamando nazi,0
como hay gente sudaca que es hincha del barca o peor del atlético madrid,1
encuentro virtual para conversar sobre femcine nos interesa saber lo que piensan nuestros públicos para mejorar año a año buscamos mujeres que sean público asiduo las seleccionadas recibirán polera de femcine regalo sorpresa escribir festivalescinechile com link,0
me río yo de los del bronx escucha negrata hor ca si tas,1
migravenezuela estos son los puntos más importantes que debe tener en cuenta sobre la reapertura de la frontera colombo venezolana link link,0
pobre comunista repite consignas y no tiene la menor idea de lo que habla dan pena y lástima los peruanos pronto veremos en chile candidatos a presidente con este mismo perfil link,0
doy fe que este procedimiento se está ajustando a derecho ministro delgado por nueva expulsión de extranjeros irregulares link,0
callate soy lo mejor que te paso en tu puta vida,0
últimahora argelia desautoriza a su patronal bancaria tras el bloqueo de las relaciones comerciales con españa n n nel gobierno argelino zanja las relaciones comerciales son prerrogativas exclusivas del estado y no de organizaciones profesionales n n nlink,0
los gitanos no roban los que roban son otros el mejor chiste que ha hecho en toda su vida,1
por qué dios hizo a las mujeres con los pies más pequeños para que puedan acercarse más al fregadero,1
hijos d puta os amoooo link,0
cuánta gente y cuánto periodistas mamón están meando fuera del tiesto hoy por lo de la suspensión del celta real madrid que nivel maribel,1
me comes el coño hija de puta franquista saca al feto ya o tirate el puto pedo pero haz algo link,1
las mujeres no tienen sexo anal chiques link,0
si eres catalán de origen eres español de origen ahora si eres de otro país,0
no se si se han dado cuenta pero soy guatona,0
que no te pego una pegatina en la cara no más,0
el sistema educativo francés es único se estudia lo mismo en parís marsella costa de marfil malí o en españa los colegios francéses en el extranjero son iguales,0
es que básicamente si amas españa y estas orgulloso de haber nacido aquí eres facha estooooo no,0
selección como la raza aria asco de fascistas,1
desconocido eres subnormal te tienes que joder yo espérate me voy a llorar a una esquina,0
en lugar de tratar como una mierda a un rival cuya afición nos odia venga a comer palomitas puta afición de cuarta,0
lo más que me gusta es que tú eres bien puta y te trepas a la cama con retros,1
la revolución será una fiesta o no será cultura en red y en movimiento la doma india o quiénes son los salvajes link,0
eres muy muy payasa link,1
bájate del pony nadie te defiende porque tus ataques fueron a mujeres hombres y todo el que no te crea no te molestan por ser mujer sino por ser falsa una muestra link link,0
hay mucho subnormal suelto desde luego vaya periodista de pandereta,1
es un problema mundial el machismo lástima que nuestro país no sea ajeno a esta barbaridad,0
joven de guinea link,1
migración de juveniles en este mercado mucha suerte a todos link,0
y a mi no me gustaría que jugaran en este club jugadores machistas o racistas aunque ello lo consideres hacer política,0
los peruanos tienen un término para la campaña del terror que al parecer ahora no prendió terruco es la palabra,0
deja de gastar dinero en tonterías gilipollas de la polla,0
un culiao de rn luciano silva diciendo que uno elije que quiere ser no weon yo no elegí ser heterosexual me llegó la pubertad y me comenzaron a gustar las mujeres mas alla de encontrar linda a x por suerte nací equipado con la indumentaria adecuada pero esa wea no la elijes,0
jani dueñas bromeando con darle escopetazos al novio de crovetto si se porta mal no me parece chistoso zurdos doble estándar ladivinacomida,0
cállate no nos saludaste por que tenías un pedo pedo de la puta madre,0
llorones ctm que de alimentab de penales jueguen alguna wea ctmmmm,0
a veces me da ganas de pegarte un patazo en la cara,0
miultimodeseo que a los machistas homofobos se les caiga la sin hueso y la lengua también link buenlunes,0
defensoriadelaniñez uff que rapidez pero en los casos donde realmente se necesitaba las familias tuvieron que encarar en la tv emilio tomas vanessa ambar hermanosdelbosque y cuantos otras niñ chilenos,0
está terminando de gobernar el mal menor dejo tremenda cagada entrego el pais a los zurdos mal menor,0
yo soy chileno bien chileno pero no apoyo a poco hombres que dejan ciega a una inocente dueña de casa que solo tuvo la mala suerte de pasar en frente de un matón de baja calaña como el que la agredió si apoyas eso eres un mal nacido un defensor de delincuentes,0
el mundo debería estar dirigido por greta thunberg james rhodes y anabel alonso que no tenéis ni puta idea,0
esta chaqueta de ya puede ser tuya y además por una buena causa link musica solidaridad refugiados link,0
aaaaaaaahhhhh no puedo dormir aquino reqlo lo odio cobro el penal hoy y en el centenario ni siquiera reviso pelao ctm de aquinooo,0
la guerra por el futuro de la humanidad tambien hoy se esta librando en la amazonia venezolana apoyoalosdefensoresambientalesydeddhh,0
par de payasos,0
los que le dicen puta y loca a greta thunberg son los mismos que se ofenden cuando escuchan elvioladorerestú verdad,0
bueno na ella se le puede llamar imbecil indocumentada concubina y mil cosas chulis más link,0
ahí facha ahí haciendo demagogia barata para que la borregada te sea más fiel,1
al menos en 13rsw creo que no idealizan el suicidio ni el acoso o la violación y dan un mensaje sin embargo en esta serie me da la sensación de que pintan como super guay ser un psicópata,0
tu en tu amplia sabiduría defineme cuando una mujer es perra,1
gracias al buen hacer de pedro sánchez en bruselas n la industria argelina fuerza el desbloqueo bancario con españa redroja nlink,0
espnknockout que terrible ese venezolano comentarista coloquen a alguien profesional no a ese loco,0
que colombia no es como venezuela ni como nicaragua ni como perú ni como chile pues sí estamos de acuerdo colombia podría llegar a ser peor con el sociocomunismo más radical de latinoamérica ncuidado con ese acuerdo nacional podría ser la mayor trampa de la historia,0
la concha de lars vendo 2 canchas para metallicaaaaaa,0
saco de weas,0
trump inicia en utah la drástica reducción de las reservas indias y parques naturales link link,0
como se le ocurre a un equipo chileno tener un entrenador venezolano siendo que venezuela nunca ha ganado nada,0
hijo de la gran puta,0
para perder el miedo hay que conocer a qué se teme si el generador del miedo sale impune de su matoni link,0
no tiene corazón la mujer está miranenmanosdeazize,0
claro si los delincuentes son los protegidos de la justicia y derechos humanos y tienen mas derechos que las victimas,0
esviral nangustioso momento vivieron un migrante y su bebé al intentar cruzar el río n n nel fin de semana pasado se viralizó un video en el que se ve el momento en que un migrante y su bebé de brazos luchan contra la corriente de los ríos que atraviesa el tapón del darien link,0
conclusión los krause tienen miedo de perder el chayote en el próximo sexenio y como se que no me va a contestar por qué no soy digno de preciado tiempo sin llorar mariquita,1
aún hay quien defiende olvidarlos para no reabrir heridas que quien lo hace es por resentimiento y venganza hay quien incluso niega que fueran víctimas y la barbarie criminal como decían nuestros mayores que dios los perdone nlink,0
y estos delincuentes se hacen llamar patriotas y califican a la gente de floja que quieren todo gratis link,0
no describiste a las feminazis les dijiste feminazis a las personas que profesan la corrientes del feminismo radical de ahí viene el infórmate antes de hablar que las feministas radicales no plantean eso,0
me detone con una tienda que nunca pone precios ni responde valores publicamente porque se hicieron casi que lo weones pero si siempre escribimos de vuelta para que tanta paja porque no ponerlo en publico a mi me ha ahorrar demasiadas interacciones poner precios uphead,0
que hija de puta no se cansa de provocar a pampita mirá que hay ser link,1
no entiendo como los ecuatorianos nunca han ganado nada,0
dejá de escribir burradas usá tus imbéciles manitos para cascártela pensando en la polla de,0
nunca me voy a olvidar que el pelao acosta jugaba al tenis fútbol con los jugadores y zamorano le pegaba patadas en el poto cero disciplina pos weon,0
intervenir la autonomía y convocar elecciones para que vuelva a haber mayoría parlamentaria independentista y te quedes sin grupo parlamentario propio es top3 epic fails 2017 hd 4k,0
el 47 del numero total de votos es independentista no te da que pensar,0
libro escrito por indocumentados busca devolver la humanidad robada en ee uu link link,0
bueno en realidad no son franceses son extranjeros que pertenecen al ejército francés latinos africanos asiáticos españoles americanos ingleses europa del este árabes que se alistan en la legión francesa,0
a no entendiste nada ud le habla a un israelí que vive en argentina así yo nací en israel sudaca es ud por vivir en una isla llena de pingüinos y si querés probar mandame un escuadrón de escocesas soy lindo rico y vivo en el mejor país del mundo,0
jaja cierto un vacilón el doble estándar de estas vitriólicas feminazis,1
aaa es esta recién me vengo a enterar quien es karinaoliva no tenía idea quien era pero que onda ella quiere que el marcotráfico continúe pero liderado por mujeres no entendí link,0
error no es la falta de bases por que aunque le expliques con plastilina a esta chica lo que en verdad busca el feminismo no dejara de repetir y usar palabras como patriarcado y andar culpando a todos los hombres puntualmente ella representa el feminismo lo dice,0
lomásleído en medio ambiente cinco peticiones de greta thunberg en la cop de madrid link link,0
y a qué hora empiezan los venezolanos ridículos a decir que perú va a terminar como venezuela y bla bla bla pregunta seria como pa silenciar palabras digo yo,0
mataría por un lomito árabe,0
lo aplaudimos nefastos el peor gobierno de la historia,0
ministro paris tiene hasta este lunes a las 16 00 horas para ir renunciando si usted no lo hace acusaciónconstitucional decretar cuarentena libertades de mentira y abusar del estado de excepción es una violación de ddhh,0
pero de verdad quiero hacer una llamada al patriotismo os necesitamos necesitamos que los que os llamáis de izquierdas os quitéis de una puta vez la venda dejéis las gilipolleces de la religión del cambio climático a lo greta,0
cállate tilinga atorranta vergüenza da q x ser hija de puta digo de montonera ocupes un cargo de diputada,1
pero cállate hijo de puta debe de paliar más que vos el,0
y bien orgulloso que estoy de serlo tío yo también te quiero mamona,0
tengo que enseñarle a mi perra a que solo se acueste en un lado del sillón donde tiene una manta estoy preparada para sufrir y escucharla gruñir cuando la saque del otro no había un trabajo más fácil,0
callate la boca subnormal que no tienes ni puta idea de fútbol,0
magnífica en the sobre distopías fascistas en literatura y cine usa muy de actualidad link,0
y si lo llegan a condenar que me da exactamente lo mismo ya sea en chile casi imposible o en el extranjero probable será como siempre por la mafia de organismos y jueces zurdos,0
vengo enn modo arabe para que las pussy la bailen del reves quiero las botellas al aire papi champ saca un temón para romper tarima y dársela en la pera 3 días antes de venir a camelot coincidencia no lo creo queremos free obvio link,0
no sofía la violencia sexual se resuelve con la castración química te diría que con la muerte pero vosotros solo matais a quien os interesa y eso tampoco sería justicia que triste es que seáis los defensores de asesinos violadores etc además orgullosos de ello escoria,0
estás mujeres son las deben formar parte del gobierno y no como carmelita salinas elba ester y demás escoria,0
31 de julio 1962 fue el año en el que se instituyó el 31 de julio como día de la mujer africana durante la conferencia de mujeres africanas en tanzania 60 años después muchos de los cambios en el continente africano han sido protagonizados por mujeres ndiadelamujerafricana link,0
no quiero creer la muerte de carme chacón lo siento psoe socialistes_cat la respetaba y la apreciaba mujer y socialista antes que nada,0
pensé que era orégano para el almuerzo,0
pero como digo extranjero indocumentado siempre a comisaría estás en un dispositivo avisas a un zeta y que lo traslade una vez en dependencias se identifica si no hay datos se registra más si es menor te obliga la ley que no hay científica la llamas y que venga,1
chama no tanto tengo un compañero que si se le nota al hablar muy seguido lo tuyo es poco,0
siguiendo esa lógica los cuicos no serían misóginos xd el culiao es weon no más,0
esto en barbarie después hablan de crueldad en países árabes no les llegan a los talones a morales y su poder judicial link,0
serán muy feminazis pero bien que arbolitos regalos para las crías odian el consumismo pero la foto pal face con ropita nueva y toda la cosa link,1
para fascista ya te tenemos a ti rey,0
a veces parece o quieren que parezca que todos queremos reirnos como cualquier puto gorrilla subnormal fomentando su particular existencia,1
mis fondos en tg y whatsapp son la polla aúnque el de tg nunca lo enseñaría por twitter porque hay spoiler muy grande de black clover xddd,0
con forzar hablamos de insistir hasta que la otra persona desista con desgana yo he sido victima más de una vez de eso no confundamos con violación tampoco,0
callate narizón del orto,0
heteros culiaos fomes link,0
keiko fujimori denunció un fraude sistemático en el balotaje de las elecciones presidenciales de perú link,0
quisiera ver a la niña estupida de la greta ver si pone la misma cara de pupu que con trumph,1
o en su hbitat normal negrata nigeriano con reloj de oro y collar de igual materia chuleando y prostituyendo a tres o cuatro chicas blancas y espaolas o de europa del este para su deleite y disfrute mientras goza de casa con todo pagado pa,1
patético leer weas de las malvinas del submarino ajiladas de weones tontos es un partido en 110 años les hemos ganado 1 vez una vez por los puntos,0
el problema es que la gente es subnormal y la gente subnormal aprovecha cualquier cosa para lucirse,0
nota bolsonaro llama mocosa a greta thunberg más información aquí link link,0
creía que eras una flipada me caes de puta madre loca ojalá hablar más,0
se sabía pero dale q las gallinas mean la izquierda toda toda fue x el apruebo y un gran porcentaje d la derechita y ahora estan aterrados le dieron navajas a los monos y ahora cuiden el cogote o terminaran degollados tropa d zanganos,0
inés arrimadas la victoria amarga en medio de la euforia independentista link por,0
lo peor de esta dictadura sanitaria es que los zurdos la están gestionando muy bien acostumbrando a mucha gente a vivir de los bonos sin trabajar gracias a un gobierno cobarde que no se atreve a dar las libertades x miedo a la persecución de los zurdos,1
nadie puede negar que los partidos comunistas son partidos disciplinados y antiguos con pocos votantes pero extensas redes en sindicatos y gremios eso es más que muchos si venden un burro lo logran esa puede ser una causa,0
haces público que eres blanco y negro,0
en india peleandose las vacunas san francisco retomando las actividades porque el 80 arriba de doce años todos vacunados y 15 casos covid en chile oay es que quizá que contiene la vacuna voy a esperar cómo reacciona en la gente para ponermela chile culiao,0
ahora bolivia meterá el articulado en el arco wn y lasarte ratón culiao también,0
permisos de circulación hoy retomamos la atención en nuestro edificio consistorial concha y toro 1820 lunes a viernes 8 30 14 00 15 00 17 00 recuerda portar tu permiso de desplazamiento también puedes pagar en link l esperamos link,0
deberíamos agradecerle al ministro de salud que esté semana estamos mejor que la siguiente,0
bolivianos ql se han dedicado a defender todo el partido y van 1 1 vayanse todos a la csm vamoschile,0
un abrazo a la distancia a la tía que le tiró alcohol al tonto culiao ese,0
yo encuentro que jadue estaba entero detonao acá soy la raja y todos valen pico y pido garantías etc creo y espero que esto le de una cuota de humildad a jadue y que le guste o no tiene que llegar a acuerdos votaciones2021,0
totalmente de acuerdo sin crear falsas noticias y hacer correr rumores pero si es cierto desde luego el mayor repudio lo que la ley dispone además de la sanción moral del público ya que no se debe tocar a una mujer se debe respetar son madres hermanas hijas parejas,0
que asco de mujer y mas encima deja que la hija siga a la prostituta ordinaria,0
escucho a la yasna provoste con ese tono tan particular tan duro que realmente me da miedo recuerdo su pasado y pienso que va a sacar su espada y te va a afilar guacatela,0
trabajas para la rae no verdad pues cállate la puta boca,0
buenas quisiera realizar consultas sobre cómo regular a un extranjero indocumentado existe algún fono,0
maldito maricon vergüenza de la naturaleza humana,1
típico de abusador se victimizan siempre le voy a cree a una mujer maltratada irrestrictamente link,0
muebleria sama todo en amoblamiento para tu hogar ideal para cada temporada de éste año ademas realizamos muebles y aberturas a medida con carpintería en calle el inmigrante de la zona industrial link,0
la puta de tu madre,1
cosas que pueden pasar en que un actor porno gay americano te coma el culo xd link,0
callate weon igual perro culiao deja de darle like a monas chinas,0
las mentiras continúan pero el independentismo catalán sigue teniendo mayoría absoluta a pesar de los de siempre,0
la migración no ha sido impedimento para que varios emprendedores en el cierre de nuestro proyecto prm medios de vida hayan conseguido el sueño de tener empresa ellos aceptaron el reto y lo lograron n n ngracias a por el apoyo prestado en este proyecto link,0
anda greta tonta no mires esto payasa link,1
preparando la migración del pc en fechas de entregas y poniendo una velita a san windows para que no se me pierda nada y a san disco duro externo para que las copias de seguridad se hagan bien n vosotros bien también,0
maldito emulador déjame jugar el kirby triple deluxe aaaaaaaaaa el emulador link,0
jajajajaja que era broma subnormal,0
servidor de negros de mierda pobres arreglenlo,0
tu comentario sobre nelson acosta vendría a ser una muestra feminista link,1
imbeciles no valeis ni para carreteros sois pura escoria los alemanes cuando expoliaron sabian lo que hacian inútiles hasta para robar sois idiotas,0
es una miseria el comunismo no mas en latinoamérica no mas pobres pueblo pobre comunistas millonarios,1
bolsonaro le dice mocosa a greta thunberg y ella responde link expresodelamañana link,0
porque se dice que la cerveza tiene hormonas femeninas porque cuando la bebes conduces mal dices tonterias y nadie te hace caso,1
claro si los q la sacaron fueron los peruanos q venden sopaipillas y los ambulantes delincuente del paseo ahumada,1
ándate a la v e r g a veneco hdlgp,1
𝑶𝑭𝑰𝑪𝑰𝑨𝑳 mané nuevo jugador del bayern de múnich n n n el atacante senegalés deja el liverpool para convertirse en la nueva atracción del allianz arena donde firma hasta 2025 por un total de 32 millones de euros más objetivos una ganga n n n link,0
se fue sin pagar ni una viejo culiao turbio link,0
tigre de bengala dice jajajaja callate puta barata,1
la convención nace para redactar la nueva constitución y con plazo definido a eso fueron llamados y a eso se presentaron unos pocos quieren ser los dueños de las ideas de 19 millones de chilenos y hacer cosas por las que no fueron elegidos hagan su pega y era lista del pueblo,0
oye el aweonao ma grande estupido culeao,0
link punkis maricones kartón de vino bestial contra los macarras violencia bujarra,1
conducir con las vistas de marruecos es otro nivel,0
en qué momento el ser coherente y el tener sentido común se volvieron cosas de fachos,0
por supuesto que arabia saudí no acoge refugiados arabia saudi financia la guerra en siria porque tengo que leer estas mierdas tio,0
me mato toda la mardita noche decorando cada coctel que sale para que sea perfecto y los clientes van y suben fotos del mojito corona aprecien mi trabajo maldita sea tómenle fotos acérquense y díganme que soy un crack no sé hagan algo,0
donde están todas las feministas apoyando a la luego del asesinato de una sin detective de solo 25 años parece no es tan políticamente correcto apoyar la elecciones2021cl votaciones2021,0
pero que bill es gay qué parte de eso no entiendvfjfbdhdbdv h o m o s e x u a l bisexual y una mierda a él le gusta la pija,0
padres indocumentados realizan huelga de hambre para exigir liberación link link,0
orregogobernador porque nadie que apoye a un candidato golpeador de mujeres puede ejercer un cargo público ni definirse como candidata feminista mal ahí no tenían un mejor candidate,0
y no olvidemos de denunciar que quienes apoyan a los violadores tienen beneficios del arandina y probablemente les financien link,0
después me llene de odio y me provoco golpear a la loca por falsa chico,0
mejor tu cállate zorra que tú pides likes a tus fotos horribles en facebook y está bien fea jajajaja,1
la realidad es que estamos gobernados por fascistas contra eso nosotros no podemos hacer nada contra eso os necesitamos,0
con mi verga te enseñaré lo que es ser una puta de verdad sin valor que solo piense en chupar vergas y beber semen espeso y caliente,1
me pregunto cuántos de los que le aplauden fervientemente participarán en el acoso por las calles de gerona de camareros latinos que no hablan catalán link,1
y llega a instalar la wea un qliao terrible modelo que con cuea conecta el celu al cargador el ctm,0
buena noticia nel ayuntamiento de granada premiado por su labor de integración de jóvenes refugiados nla concejala recibe la insignia refugee friendly label por su programa especial de los trabajadores municipales con los migrantes link,0
con consentimiento expresa este sr es menor de edad directo a la carcel esto es acoso violación y penado link,0
el putu amo no com tu que cardes puta pena,0
el negocio más rentable de verdaderos traficantes de personas se expulsan delincuentes narcos sicarios e ilegales qué pretenden estos jesuitas,1
un señor que es fascista y no lo sabe soy doctorada en historia y se lo es un fascista qué pena de país de fachas link,1
q andai poniendo monitos weones escribe chuchetumare,0
uii me encantaría una de la gladys las vendes,0
este perfil es mas postureo que el propio feminismo y stranger things game of thrones,0
qué es una mujer encima de una vaca una vaca de dos pisos,1
seguro escribió en lengua indígena,0
vi un hashtag sobre stingo que no pondré acá pa no andar dándole relevancia a weones y ponen un live de 3 estafadores lorenzini el funaki acosador de colegialas parisi y alguien más que no logré identificar tan desesperada esta gente que sale a darle platea a parisi,0
cállate perra mal parida de juan y kim no hables,1
pedí un uber y el conductor es una persona con rasgos de ascendencia árabe y no es pedo que el coche apesta cabron a puesto de hot dog callejero,1
no haber votado a un tarado que salía en todos los vídeos elogiando a eta link,1
shura hijo de la ctm link link,0
avinsele a los weones que en noviembre es triple fecha aver si la tiran adentro,0
yo sólo digo una cosa si algun miembro de mi familia es agredido por algún inmigrante ilegal yo mismo tomaré mis medidas por que nuestros gobernantes nos están jodiendo el país y no hacen nada y yo defiendo a los míos,1
ciudadanos gana las elecciones catalanas pero el bloque independentista sigue con mayoría absoluta en el parlament link link,0
por cada pantera cojuda habemos 500 chilenos que admiramos tu trabajo,0
puedes además informar cuantos enfermos son inmigrantes de menos de 1 año en chile,0
nueva callada de boca al marxismo cultural feminazi,0
ineptos sin criterio el gobierno que elegimos norma y legisla desde la ignorancia club de golf doctorados sin experiencia sin calle ahora norma aforos que implicarán despidos ayudas pymes letra chica sin deudas fogapes pasando x los bancos con más utilidades etc,0
es lo mejor no puede enfrentar pueblo contra pueblo pero si actúen contra eso infiltrados venezolanos delincuentes disfrasados de refugiados indocumentados cobrando peaje y delinquiendo,1
resultados b u12 grupo b ud loreto 1 5 atlético dos hermanas cd diablos rojos 8 0 fc la garita surcup2017,0
28 te amodio odio a la perra de tu amiga pero tú eres mi vida tijerazo,1
luego cuando les decimos que no somos sus monos de feria y que el yaoi es mazo homófobos somos unos sjw de mierda y a ver si nos morimos,0
aprende el significado de mayoría parlamentaria subnormal,1
osea que nos libramos de los venezolanos en colombia chao pues chamos,1
esa mujer es una tarada y maldita,0
desnudarse en la vía pública ahora las feminazis también le llaman dignidad,1
un año más de conmemoración y seguimos con una gran deuda social con los refugiados en el ecuador este año denominado quien sea donde sea cuando sea toda persona tiene derecho a buscar protección ndíadelrefugio migraciones ciudadaníauniversal integración link,0
patética e irrelevante si no quieres esa deriva haberle dado tú los 10 votos inútil,1
q tal concha carajo,0
cagaron esos weones se acostumbraron al zoom no se levantan ni para votar,0
así es la justicia en este país de cachondeo aunque esto no tiene ni puta gracia,0
pobre no casa un fulbo y el resto ni puta idea de ingles mi deber como ciudadana es enseñarle palabras como culia y ocote,0
grillo de mierda son las 3 de la mañana callate la puta madre hace casi 24 hs que no duermo hdrmp,0
los naruto jajajajajajajaja según esta pobre gil de schalper,0
hoy es lunes con l de la puta madre kirkman carl no merecia morir,0
ay pero ojo el chabon se coge a una casada y es un crack y ella una zorra no imbécil link,0
todo aquel que quiere ver en esta invasion por el sur un problema migratorio se equivoca en los que han asaltado la valla de ceuta solo veo hombres muy jóvenes fuertes valientes y desvergonzados dispuestos a poner a españa contra las cuerdas link,1
y me saltan escandalizados con un nos estás llamando fachas xd,0
el impacto fue porq eran dos actrices no porq fuera una relación entre mujeres para una de ellas la otra era un hombre y para los q quieren comparar con e corona en esta hay una relación explícita entre dos mujeres una lesbiana y otra bisexual na que ver pi una joya link,0
harry potter y el misterio de porque mierda le dan tanta bola a la idiota de greta,1
dije yo que era obligatorio no es estúpido no vacunarse si no tengo que revisar la web del minsal pa saber que son weones,0
partido ql malo weon mas aun con un árbitro culiao,0
aquí la perra ladradora poco mordedora y mucho bebedora solo hay una eh,1
de puta madre chaval notable se lo boy a enseñar a mi madre,0
ni rajoy escuchará al 47 5 independentista ni puigdemont escuchará al 52 5 no independentista eleccionescataluna,0
habeis disfrutado los fachas lacayos y mamones del sistema absoleto y corrupto,1
no entiendo por qué un mamerto un resentido social un vago o una feminazi les da por seguir mi cuenta ni por el putas voy a dejar de ser de derecha soy uribista con todo lo que implica la autocrítica pero no se equivoquen,0
pedrocastillo es el virtual ganador de las eleccionespresidencialesperuanas a falta del conteo final en el exterior y algunas zonas rurales link link,0
obispos ignacio ducasse medina arzobispo de antofagasta moisés atisha contreras guillermo vera soto y óscar blanco martínez curas qliaos defendiendo traficantes de menores expulsión de migrantes efectuada este domingo en la rm link vía,0
inés así me gusta cargándote lo poco que queda de tu partido de verdad no se quien esta detrás de todo esto pero de política no tiene ni puta idea,0
soy cruzado pero nicagando justifico el cagaso de maripan sabe que debe llevar los brazos pegados al cuerpo en esto hay que ser vivo te estai jugando una clasificación y te mandai 2 penales en los 2 partidos no wei que se la coma nomas y que aprenda por gil,0
26jul desde la ratificamos nuestro compromiso y lealtad al pueblo venezolano brindando seguridad y resguardo n n npuebloenuniónnacional nguardianesdelpueblo nrumboal85aniversariognb n n link,0
otra feminazi ardida no hay más explicacion,1
en el latino lo que son es muy educados señor vegeta señor piccoro,0
jajaja venezolanas mujeres superiores,0
so seré doctora en literatura de crimen feminazi mi tesis la escribiré por fuera de la estructura heteropatriarca o sea para que todes lo entiendan y mis directoras son brujas de alto rendimiento colombia será mi target gracias bitches feminismo,0
vendo 1 entrada general puro latino puerto info md,0
con ese razonamiento volvamos a elegir de nuevo a lagos o bachelet de presidente porque ahí si sirvieron los votos de los comunistas o el 18o el plebiscito la elección de constituyente no significaron nada y debemos seguir igual,0
en tal caso soy facha link,0
y beneficiar a muchas familias de empleados públicos clientela que te sirva electoralmente pagados por todos los chilenos y no por tu peculio flor de negocio,0
moreno martins pasando la pichula en la cara a maripan,0
sunami rojo maldito corrector,0
elo problema es que te van a seguir llamando puta y facha a pesar de tener mas votos que nadie y que va a segur estando bien visto y mal visto q alguien les plante cara por hacerlo porque controlanla opinión pública contra eso es contra lo que hay que luchar,0
díamundialpersonasrefugiadas ncruz roja es apoya a las personas refugiadas y solicitantes de asilo desde hace más de 30 años formando parte del sistema estatal de acogida n n nquien sea donde sea cuando sea toda persona tiene derecho a buscar seguridad,0
tú hermano es sudaca también o con los sudacas si podemos meternos,1
rt acabo de ver en tv a alberto ribera afirmando que las concertinas son efectivas o lo he soñado,0
le tengo que enseñar yo todo lpm un espadachin sin filo fue agarrar la puta madre ahre yo le voy a enseñar la espada que y al caballo cual montar ahre link,0
si estás en chile y quieres sorprender a tú papá en san cristóbal haz tu pedido y paga en pesos chilenos link,0
claro cada dos días vemos agentes negros brutalizando y asesinando a sus con ciudadanos blancos link,0
estúpida que te crees con el derecho de burlarte de las creencias de los demás luego pide respeto,1
